               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,             0.01955,           0.0097977,           0.0016377,             0.99265,                   1,               0.995,             0.85243,            0.020127,           0.0087143,           0.0026594,            0.003367,            0.003367,            0.003367
                  69,            0.019505,           0.0093922,           0.0016354,             0.99244,                   1,               0.995,             0.88922,            0.019149,           0.0086004,           0.0025424,            0.003268,            0.003268,            0.003268
                  70,            0.019128,           0.0085579,           0.0016602,             0.99325,                   1,               0.995,             0.87478,            0.020499,            0.008586,           0.0024646,            0.003169,            0.003169,            0.003169
                  71,            0.018848,           0.0088985,           0.0016857,             0.99311,                   1,               0.995,             0.86883,            0.017924,           0.0083919,           0.0024566,             0.00307,             0.00307,             0.00307
                  72,            0.018537,           0.0094356,           0.0015267,             0.99302,                   1,               0.995,             0.84263,            0.019829,           0.0084511,           0.0024851,            0.002971,            0.002971,            0.002971
                  73,            0.017629,           0.0085942,           0.0014663,             0.99303,                   1,               0.995,              0.8686,            0.019509,           0.0084252,           0.0024579,            0.002872,            0.002872,            0.002872
                  74,            0.017772,           0.0091061,           0.0015893,             0.99303,                   1,               0.995,             0.83237,            0.020328,           0.0083987,           0.0024966,            0.002773,            0.002773,            0.002773
                  75,            0.017621,           0.0088709,           0.0016504,             0.99282,                   1,               0.995,             0.87391,            0.018207,           0.0081109,           0.0024747,            0.002674,            0.002674,            0.002674
                  76,            0.018121,           0.0084474,           0.0018218,             0.99318,                   1,               0.995,             0.87397,             0.01885,           0.0080771,           0.0024651,            0.002575,            0.002575,            0.002575
                  77,            0.016691,           0.0083032,           0.0014167,             0.99356,                   1,               0.995,             0.88097,            0.016885,           0.0079626,           0.0024362,            0.002476,            0.002476,            0.002476
                  78,            0.016347,            0.008932,           0.0014387,             0.99379,                   1,               0.995,             0.86389,             0.01846,           0.0081596,           0.0023951,            0.002377,            0.002377,            0.002377
