               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,            0.028416,            0.015507,           0.0024241,             0.99086,             0.99973,               0.995,             0.72972,            0.026506,            0.013735,           0.0031766,            0.003268,            0.003268,            0.003268
                  70,            0.027086,            0.014162,           0.0022823,             0.99089,             0.99932,               0.995,             0.76096,            0.024604,            0.013108,           0.0032228,            0.003169,            0.003169,            0.003169
                  71,            0.027717,            0.014501,           0.0023531,             0.98916,             0.99876,               0.995,             0.75599,             0.02525,            0.013388,           0.0032607,             0.00307,             0.00307,             0.00307
                  72,            0.027898,            0.015221,            0.002019,              0.9892,             0.99844,               0.995,             0.72848,            0.025258,            0.013203,           0.0032709,            0.002971,            0.002971,            0.002971
                  73,            0.026601,             0.01417,           0.0019879,             0.99287,             0.99639,               0.995,             0.73616,             0.02551,            0.013225,           0.0030264,            0.002872,            0.002872,            0.002872
                  74,            0.025813,            0.014371,           0.0019129,             0.99337,                   1,               0.995,             0.75646,            0.024086,            0.012988,           0.0031083,            0.002773,            0.002773,            0.002773
                  75,            0.026457,            0.014336,           0.0022573,              0.9927,                   1,               0.995,             0.77881,            0.024891,            0.013106,           0.0032369,            0.002674,            0.002674,            0.002674
                  76,            0.026236,            0.013797,           0.0023002,              0.9926,                   1,               0.995,             0.77131,            0.023045,            0.013027,           0.0033985,            0.002575,            0.002575,            0.002575
                  77,            0.024555,            0.013597,           0.0018952,             0.99201,                   1,               0.995,             0.77747,            0.023722,             0.01323,            0.003371,            0.002476,            0.002476,            0.002476
                  78,            0.023618,            0.014229,           0.0020339,             0.99267,                   1,               0.995,             0.81395,            0.022634,            0.012944,           0.0032924,            0.002377,            0.002377,            0.002377
                  79,            0.025519,            0.012978,           0.0020757,             0.99261,                   1,               0.995,             0.77162,            0.023071,            0.013017,            0.003286,            0.002278,            0.002278,            0.002278
                  80,            0.023882,            0.013896,           0.0017458,             0.99257,                   1,               0.995,             0.81761,             0.02246,            0.012642,           0.0032063,            0.002179,            0.002179,            0.002179
                  81,            0.024551,            0.014199,           0.0022425,             0.99254,                   1,               0.995,             0.78436,            0.022744,            0.012876,           0.0033193,             0.00208,             0.00208,             0.00208
                  82,            0.024784,            0.012987,           0.0020798,             0.99292,                   1,               0.995,             0.77837,            0.022021,            0.012661,           0.0031301,            0.001981,            0.001981,            0.001981
                  83,             0.02349,            0.012795,           0.0018713,             0.99227,                   1,               0.995,             0.79108,            0.020962,            0.012583,           0.0031064,            0.001882,            0.001882,            0.001882
                  84,            0.022646,             0.01281,           0.0019162,             0.99315,                   1,               0.995,             0.75963,            0.022755,             0.01262,           0.0030944,            0.001783,            0.001783,            0.001783
